SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,NPOPCHG_2020,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,BIRTHS2020,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,DEATHS2020,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,NATURALINC2020,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,INTERNATIONALMIG2020,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,DOMESTICMIG2020,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,NETMIG2020,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RESIDUAL2020,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RBIRTH2020,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RDEATH2020,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RNATURALINC2020,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RINTERNATIONALMIG2020,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RDOMESTICMIG2020,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,RNETMIG2020
040,1,1,25,Massachusetts,6547629,6547788,6566440,6614218,6664269,6715158,6764864,6797484,6827280,6863560,6885720,6894883,6893574,18652,47778,50051,50889,49706,32620,29796,36280,22160,9163,-1309,18641,73187,72228,72160,71952,71930,71345,70774,70453,68720,68502,12304,53996,52396,54782,54729,57488,55985,58151,58914,59297,63072,6337,19191,19832,17378,17223,14442,15360,12623,11539,9423,5430,9025,34360,38843,37447,44485,40816,44834,48583,37740,30022,25247,3545,-5601,-7714,-3074,-10847,-22139,-30252,-24724,-27035,-30338,-32164,12570,28759,31129,34373,33638,18677,14582,23859,10705,-316,-6917,-255,-172,-910,-862,-1155,-499,-146,-202,-84,56,178,11.105211895,10.87895029,10.786710074,10.675353497,10.60730782,10.472841952,10.338883516,10.248245726,9.973438753,9.9361371617,8.1932176679,7.8918629811,8.1889904553,8.1200164213,8.4775880991,8.2181239983,8.4948768666,8.5697578346,8.6058643443,9.1485218397,2.9119942267,2.987087309,2.5977196183,2.5553370759,2.1297197211,2.2547179533,1.8440066497,1.6784878917,1.3675744088,0.787615322,5.2137002568,5.8505159511,5.5976986159,6.6001375962,6.0190167661,6.5812516092,7.0971540095,5.4897420083,4.3571387986,3.6620486252,-0.849881698,-1.161879362,-0.459511457,-1.609344554,-3.264773917,-4.440737469,-3.611757935,-3.93256956,-4.403000362,-4.665351605,4.363818559,4.6886365894,5.1381871585,4.9907930417,2.7542428494,2.1405141403,3.485396075,1.5571724483,-0.045861564,-1.00330298
040,2,3,26,Michigan,9883640,9884112,9877597,9883053,9898289,9914802,9932033,9934483,9954117,9976752,9987286,9984795,9966555,-6515,5456,15236,16513,17231,2450,19634,22635,10534,-2491,-18240,29099,113968,113055,113013,114514,113815,113522,112243,111032,109251,108474,22115,89827,89045,92319,91841,96306,94757,97489,98542,97215,103445,6984,24141,24010,20694,22673,17509,18765,14754,12490,12036,5029,4691,22175,24499,23793,23685,21766,28244,21372,14012,9228,7753,-18665,-40909,-32995,-28223,-28543,-36375,-27108,-13174,-15834,-23878,-31206,-13974,-18734,-8496,-4430,-4858,-14609,1136,8198,-1822,-14650,-23453,475,49,-278,249,-584,-450,-267,-317,-134,123,184,11.534843236,11.430468165,11.407912072,11.539774478,11.457972802,11.415785928,11.263231924,11.123200627,10.940372213,10.873850642,9.0915025568,9.0029281128,9.3189901566,9.2549769271,9.6953084275,9.5287752783,9.7827144416,9.8719507547,9.7350896985,10.369724354,2.4433406796,2.4275400526,2.0889219153,2.2847975508,1.7626643746,1.8870106493,1.4805174827,1.2512498724,1.2052825141,0.5041262872,2.2443593708,2.476980581,2.4017453915,2.3867785468,2.1912246717,2.8402200255,2.1446129619,1.4037240362,0.9240899834,0.7771905159,-4.140450845,-3.335971847,-2.848924481,-2.876327636,-3.661940523,-2.725983729,-1.321969454,-1.58625224,-2.391137909,-3.128209369,-1.896091475,-0.858991266,-0.44717909,-0.489549089,-1.470715852,0.1142362962,0.8226435084,-0.182528204,-1.467047926,-2.351018853
040,2,4,27,Minnesota,5303925,5303933,5310934,5346620,5377500,5414722,5452665,5484002,5525360,5569283,5608762,5640053,5657342,7001,35686,30880,37222,37943,31337,41358,43923,39479,31291,17289,17514,68366,68046,68951,69893,69708,70060,69233,67878,67018,66492,9355,39958,39298,41317,40793,42860,42605,43969,44588,44102,46882,8159,28408,28748,27634,29100,26848,27455,25264,23290,22916,19610,3026,12203,11609,11388,16291,16783,16581,11352,10089,9317,7360,-4048,-4868,-9125,-1363,-6742,-11877,-2458,7542,6291,-921,-9757,-1022,7335,2484,10025,9549,4906,14123,18894,16380,8396,-2397,-136,-57,-352,-437,-706,-417,-220,-235,-191,-21,76,12.829585475,12.690272022,12.777906162,12.862889672,12.74757657,12.727349687,12.480437631,12.144878644,11.915566217,11.771209204,7.4985310888,7.3288997139,7.6568106179,7.5074164562,7.8378540738,7.739776383,7.9261676108,7.9777814457,7.8411814933,8.2996124328,5.3310543864,5.3613723084,5.1210955446,5.3554732154,4.9097224959,4.9875733035,4.5542700202,4.1670971981,4.0743847241,3.4715967708,2.2900188918,2.165026128,2.110408774,2.9981448162,3.0691251731,3.0121636476,2.0463930205,1.805145712,1.6565300434,1.3029552388,-0.91353044,-1.701771334,-0.252589318,-1.240776647,-2.171959702,-0.446529054,1.359575067,1.1255993333,-0.163750582,-1.727300851,1.3764884513,0.4632547939,1.8578194555,1.7573681696,0.897165471,2.5656345935,3.4059680875,2.9307450453,1.4927794617,-0.424345612
040,3,6,28,Mississippi,2967297,2968129,2970615,2979147,2984599,2989839,2991892,2990231,2990595,2990674,2982879,2978227,2966786,2486,8532,5452,5240,2053,-1661,364,79,-7795,-4652,-11441,9410,39751,39437,38494,38725,38592,38305,37367,37489,36403,35901,6648,29165,29063,30675,30594,31486,31489,31948,32823,31334,33888,2762,10586,10374,7819,8131,7106,6816,5419,4666,5069,2013,673,2450,2310,2082,2922,3496,1124,2641,2089,730,787,-1078,-4567,-7529,-4732,-9020,-12284,-7555,-7975,-14595,-10437,-14205,-405,-2117,-5219,-2650,-6098,-8788,-6431,-5334,-12506,-9707,-13418,129,63,297,71,20,21,-21,-6,45,-14,-36,13.362215161,13.22558003,12.886232981,12.947757096,12.902442828,12.809267482,12.494672953,12.551658954,12.213505346,12.077685953,9.8037534947,9.7465586227,10.268748291,10.229146045,10.526697629,10.529983651,10.682682889,10.989439618,10.512814233,11.400479696,3.5584616662,3.479021407,2.6174846906,2.7186110509,2.3757451995,2.2792838314,1.8119900643,1.5622193358,1.7006911134,0.6772062567,0.8235623543,0.7746808801,0.6969693216,0.9769747252,1.1688158201,0.3758678149,0.8830901937,0.6994162436,0.2449209928,0.2647597238,-1.535187458,-2.524923094,-1.584082051,-3.015849426,-4.106903185,-2.526406888,-2.666658196,-4.88653905,-3.501699181,-4.778795269,-0.711625104,-1.750242214,-0.887112729,-2.0388747,-2.938087365,-2.150539073,-1.783568002,-4.187122806,-3.256778188,-4.514035545
040,2,4,29,Missouri,5988927,5988941,5996089,6011182,6026027,6042989,6059130,6075411,6091384,6111382,6125986,6140475,6151548,7148,15093,14845,16962,16141,16281,15973,19998,14604,14489,11073,19006,76231,75455,75145,75786,75159,74828,73719,73548,72622,71982,13192,55944,55614,57556,57100,59995,59202,61343,63123,60883,65045,5814,20287,19841,17589,18686,15164,15626,12376,10425,11739,6937,2007,9118,7165,6101,6917,9806,6232,8714,6373,6657,5360,-510,-14274,-11778,-6395,-9013,-8339,-5798,-1007,-2096,-3916,-1267,1497,-5156,-4613,-294,-2096,1467,434,7707,4277,2741,4093,-163,-38,-383,-333,-449,-350,-87,-85,-98,9,43,12.697473056,12.536959357,12.452547913,12.524418244,12.387613178,12.300363407,12.082342643,12.020231801,11.840742004,11.711985895,9.3183538541,9.240347991,9.5378115333,9.4363639954,9.8883015023,9.7317329667,10.053950063,10.316434057,9.9267425217,10.583286413,3.379119202,3.2966113656,2.9147363795,3.088054249,2.4993116757,2.5686304405,2.0283925792,1.7037977447,1.913999482,1.1286994826,1.5187464329,1.1904753004,1.0110186282,1.1431055999,1.6162127599,1.0244275506,1.4282007866,1.0415638395,1.0853986329,0.8721103109,-2.377559397,-1.956932043,-1.059738424,-1.489491221,-1.374423639,-0.953085837,-0.165044548,-0.342557321,-0.638488966,-0.206149956,-0.858812964,-0.766456743,-0.048719796,-0.346385621,0.2417891208,0.0713417132,1.2631562385,0.6990065184,0.4469096669,0.6659603549
040,4,8,30,Montana,989415,989400,990730,997518,1004168,1014158,1022657,1031495,1042137,1053862,1061818,1070123,1080577,1330,6788,6650,9990,8499,8838,10642,11725,7956,8305,10454,3068,11985,12016,12198,12378,12581,12499,12116,11663,11305,11314,2411,9111,8963,9443,9372,9679,9922,10258,9900,9923,10756,657,2874,3053,2755,3006,2902,2577,1858,1763,1382,558,385,617,535,1862,817,798,1026,1106,435,1277,990,299,3297,3015,5320,4612,5088,7009,8712,5744,5660,8960,684,3914,3550,7182,5429,5886,8035,9818,6179,6937,9950,-11,0,47,53,64,50,30,49,14,-14,-54,12.055840117,12.005879044,12.087244578,12.15427027,12.249336953,12.055176618,11.561074218,11.025296831,10.605359154,10.521225647,9.1648526743,8.9554505552,9.3572594318,9.2026030837,9.4238401053,9.5696825666,9.7881726089,9.3586931861,9.3088880039,10.002324824,2.8909874422,3.0504284888,2.7299851461,2.9516671863,2.8254968474,2.485494051,1.7729016092,1.6666036452,1.29647115,0.518900823,0.6206469213,0.5345493749,1.8450934091,0.8022328979,0.7769629511,0.9895680622,1.055344015,0.4112153067,1.1979693622,0.9206304924,3.3164876816,3.0124604958,5.2716954545,4.5286390762,4.9538690418,6.7601194426,8.3129810654,5.429932693,5.309715419,8.3321709211,3.9371346029,3.5470098707,7.1167888636,5.3308719741,5.730831993,7.7496875048,9.3683250803,5.8411479997,6.5076847811,9.2528014135
040,2,4,31,Nebraska,1826341,1826311,1829591,1840914,1853691,1865813,1879955,1892059,1906483,1916998,1925512,1932571,1937552,3280,11323,12777,12122,14142,12104,14424,10515,8514,7059,4981,6500,25717,25787,26014,26448,26844,26547,26263,25600,25318,25061,3655,15615,15224,16175,15684,16556,16139,16880,16947,15819,16824,2845,10102,10563,9839,10764,10288,10408,9383,8653,9499,8237,714,2255,3319,3241,5133,4195,6024,4822,3478,2220,1837,-251,-1009,-1009,-879,-1672,-2277,-1958,-3634,-3593,-4643,-5123,463,1246,2310,2362,3461,1918,4066,1188,-115,-2423,-3286,-28,-25,-96,-79,-83,-102,-50,-56,-24,-17,30,14.012785707,13.959273048,13.987886557,14.121536625,14.233245158,13.977468197,13.737743172,13.324623749,13.124652839,12.951009567,8.508366015,8.2412057581,8.697396212,8.374250621,8.7783343328,8.4974708717,8.8296502585,8.8207968229,8.2004456617,8.694297313,5.5044196916,5.71806729,5.2904903449,5.7472860038,5.4549108248,5.4799973253,4.9080929132,4.5038269256,4.9242071775,4.2567122544,1.2287137601,1.7966737987,1.742705479,2.7406929634,2.2242759438,3.1717432636,2.5223088594,1.8102750546,1.1508306068,0.9493238329,-0.549788108,-0.546201827,-0.472643664,-0.892740821,-1.207312592,-1.030921864,-1.900885607,-1.870131763,-2.406894823,-2.647461076,0.6789256519,1.250471972,1.2700618147,1.8479521423,1.0169633517,2.1408213994,0.6214232528,-0.059856708,-1.256064216,-1.698137243
040,4,8,32,Nevada,2700551,2700683,2702483,2713114,2744670,2776956,2818935,2868531,2919555,2972097,3030725,3090771,3138259,1800,10631,31556,32286,41979,49596,51024,52542,58628,60046,47488,8897,35858,34707,35086,35224,36223,36349,36053,35602,35910,35906,4939,20204,20417,21251,21219,22439,23273,24492,24633,25590,28170,3958,15654,14290,13835,14005,13784,13076,11561,10969,10320,7736,989,1101,3660,4534,3893,6468,2866,2951,-697,5814,4562,-3059,-6063,13393,13899,23687,29060,34960,37833,48124,43872,35202,-2070,-4962,17053,18433,27580,35528,37826,40784,47427,49686,39764,-88,-61,213,18,394,284,122,197,232,40,-12,13.24249201,12.718348692,12.708575336,12.589237353,12.737834389,12.559937776,12.238672617,11.861754355,11.732426191,11.528600761,7.4614119182,7.4817911445,7.6973703036,7.5837788835,7.8906845333,8.0416911566,8.3141366802,8.2071399085,8.360701371,9.0447469349,5.7810800914,5.2365575479,5.0112050327,5.0054584694,4.8471498555,4.518246619,3.9245359366,3.6546144463,3.3717248202,2.4838538264,0.4066033717,1.3412036827,1.6422698676,1.3913780665,2.2744751353,0.9903100956,1.0017563834,-0.232224111,1.8995356691,1.4647545444,-2.239088322,4.9078527109,5.03438661,8.465854678,10.218962188,12.079986372,12.842917402,16.033792106,14.333751096,11.302562357,-1.83248495,6.2490563936,6.6766564776,9.8572327445,12.493437323,13.070296468,13.844673786,15.801567996,16.233286765,12.767316902
040,1,1,33,New Hampshire,1316470,1316457,1316807,1320444,1324677,1327272,1334257,1337480,1343694,1350395,1355064,1360783,1366275,350,3637,4233,2595,6985,3223,6214,6701,4669,5719,5492,3269,12990,12374,12598,12214,12375,12381,12204,12002,12037,12016,2538,10742,10514,10885,11154,11990,11836,12348,12654,12576,13114,731,2248,1860,1713,1060,385,545,-144,-652,-539,-1098,501,3078,3442,2734,3034,4102,3995,2763,2570,2842,2313,-805,-1671,-901,-1721,3011,-1136,1727,4124,2782,3398,4244,-304,1407,2541,1013,6045,2966,5722,6887,5352,6240,6557,-77,-18,-168,-131,-120,-128,-53,-42,-31,18,33,9.8511669917,9.3560937288,9.5009368581,9.1781829167,9.2636363534,9.2355065356,9.0598343262,8.8724316281,8.8642695999,8.8124271651,8.1463614954,7.9497308441,8.2090568107,8.3816482931,8.9754343335,8.8289682057,9.1667350262,9.3544200818,9.2611991765,9.6176905662,1.7048054963,1.4063628847,1.2918800475,0.7965346235,0.2882020199,0.4065383299,-0.1069007,-0.481988454,-0.396929577,-0.805263401,2.3342488068,2.6025274458,2.0618797722,2.2798924979,3.070661521,2.9800378491,2.0511571815,1.8998624633,2.0929014042,1.696333558,-1.267228641,-0.681254279,-1.297913346,2.2626091994,-0.850383103,1.2882416434,3.0615172698,2.0565826353,2.5023500956,3.1125117251,1.0670201661,1.9212731667,0.7639664262,4.5425016973,2.2202784181,4.2682794925,5.1126744514,3.9564450986,4.5952514998,4.8088452831
040,1,2,34,New Jersey,8791894,8791959,8799451,8828552,8845671,8857821,8867277,8870312,8873584,8888147,8891730,8891258,8882371,7492,29101,17119,12150,9456,3035,3272,14563,3583,-472,-8887,26548,106695,104516,103463,103333,103111,103023,101476,101901,100471,99603,17107,71059,69003,72450,70503,72550,71179,74763,74807,76740,81630,9441,35636,35513,31013,32830,30561,31844,26713,27094,23731,17973,7070,34483,27902,28778,30103,41337,38908,45043,27118,23880,19674,-8801,-41037,-46113,-47617,-53549,-69052,-67560,-57192,-50643,-48119,-46623,-1731,-6554,-18211,-18839,-23446,-27715,-28652,-12149,-23525,-24239,-26949,-218,19,-183,-24,72,189,80,-1,14,36,89,12.105171527,11.826941416,11.688428475,11.659512404,11.626270064,11.612218647,11.426363793,11.462508993,11.299675848,11.207953086,8.0620589865,7.808320626,8.1848259089,7.95516053,8.1803676926,8.0229279973,8.4184362436,8.4147938706,8.6307205516,9.185518613,4.0431125409,4.0186207903,3.5036025661,3.7043518744,3.4459023715,3.5892906496,3.0079275494,3.047715122,2.6689552959,2.022434473,3.91229795,3.1573665219,3.251110007,3.3966525883,4.660949129,4.3855081207,5.0719155695,3.0504148032,2.6857128847,2.2138416415,-4.655887567,-5.218107749,-5.379390687,-6.042166875,-7.785951067,-7.615013073,-6.439912867,-5.696664831,-5.411801436,-5.246311825,-0.743589617,-2.060741227,-2.12828068,-2.645514287,-3.125001938,-3.229504952,-1.367997297,-2.646250027,-2.726088552,-3.032470184
040,4,8,35,New Mexico,2059179,2059199,2064614,2080707,2087715,2092833,2090236,2090071,2092555,2092844,2093754,2099634,2106319,5415,16093,7008,5118,-2597,-165,2484,289,910,5880,6685,6662,27799,27035,26731,26359,26037,25216,24179,23198,23101,22671,3834,16367,16466,16789,17138,17631,18136,18527,18791,18868,19912,2828,11432,10569,9942,9221,8406,7080,5652,4407,4233,2759,450,4176,3810,5710,1913,3874,2609,2251,1623,3334,2687,2051,499,-7260,-10597,-13805,-12434,-7157,-7582,-5068,-1671,1221,2501,4675,-3450,-4887,-11892,-8560,-4548,-5331,-3445,1663,3908,86,-14,-111,63,74,-11,-48,-32,-52,-16,18,13.412230319,12.971335436,12.788275604,12.602708681,12.456979834,12.057496893,11.553976096,11.082028893,11.017821389,10.780434303,7.8966140379,7.9003517398,8.0319613601,8.1939838908,8.4352656396,8.6720639139,8.8531583249,8.9767395867,8.9989287898,9.4684843126,5.5156162816,5.070983696,4.756314244,4.4087247903,4.0217141947,3.3854329792,2.7008177715,2.1052893065,2.0188925995,1.3119499909,2.0148017488,1.8280298876,2.7316992892,0.9146394669,1.85345239,1.2475416162,1.075644162,0.7753311878,1.5901223545,1.2777128037,0.2407533699,-3.483332542,-5.069670292,-6.600417062,-5.948845384,-3.422251954,-3.62307154,-2.421058817,-0.796968943,0.5806056321,2.2555551187,-1.655302654,-2.337971003,-5.685777595,-4.095392994,-2.174710337,-2.547427378,-1.645727629,0.793153412,1.8583184358
040,1,2,36,New York,19378102,19378117,19399956,19499921,19574362,19626488,19653431,19657321,19636391,19593849,19544098,19463131,19336776,21839,99965,74441,52126,26943,3890,-20930,-42542,-49751,-80967,-126355,61404,243117,239907,239882,237033,239348,235792,231207,229316,223378,220375,35115,149781,146887,152565,148863,153901,151604,155117,156755,162158,177602,26289,93336,93020,87317,88170,85447,84188,76090,72561,61220,42773,19025,87332,90304,78010,84452,84301,88805,69336,57774,41869,35181,-22653,-80685,-108325,-112510,-145557,-166054,-194135,-188058,-180043,-183857,-203893,-3628,6647,-18021,-34500,-61105,-81753,-105330,-118722,-122269,-141988,-168712,-822,-18,-558,-691,-122,196,212,90,-43,-199,-416,12.499628212,12.279534342,12.238612173,12.068914908,12.177228256,12.001513117,11.787182541,11.718345881,11.453159105,11.35956331,7.7008469718,7.5183465299,7.7837597909,7.5795981148,7.8299697752,7.7164509171,7.9080321711,8.0103843975,8.3142537502,9.1547642112,4.7987812404,4.7611878125,4.454852382,4.4893167931,4.3472584803,4.2850622003,3.8791503697,3.707961483,3.1389053552,2.2047990991,4.4900913183,4.6221705463,3.9800157395,4.3000088671,4.2889538211,4.5200616323,3.5348241561,2.952326549,2.1467302894,1.8134579549,-4.148342166,-5.54456751,-5.740181654,-7.411267829,-8.448273897,-9.881224762,-9.587399924,-9.200431489,-9.426816757,-10.50997365,0.3417491526,-0.922396964,-1.760165915,-3.111258962,-4.159320076,-5.36116313,-6.052575768,-6.24810494,-7.280086468,-8.69651569
040,3,5,37,North Carolina,9535483,9535762,9574586,9658913,9751810,9846717,9937295,10037218,10161802,10275758,10391358,10501384,10600823,38824,84327,92897,94907,90578,99923,124584,113956,115600,110026,99439,29905,121039,119579,119380,120184,120819,121074,119793,120147,119140,118855,18643,79977,79531,84364,83529,88474,89243,92189,93730,95192,102921,11262,41062,40048,35016,36655,32345,31831,27604,26417,23948,15934,4867,10843,22624,20169,18908,22402,21565,21393,16207,16329,13387,20632,32211,29397,39006,34313,44814,70976,64769,72887,69731,70229,25499,43054,52021,59175,53221,67216,92541,86162,89094,86060,83616,2063,211,828,716,702,362,212,190,89,18,-111,12.586269404,12.320921792,12.182548209,12.149608482,12.097316215,11.988106354,11.72282797,11.626876241,11.404917555,11.264698522,8.3164274997,8.1945427793,8.6092184377,8.4440911176,8.8586890704,8.8363692892,9.0215270316,9.0704479522,9.1124468009,9.7545247281,4.2698419045,4.1263790123,3.5733297712,3.7055173642,3.2386271445,3.1517370645,2.7013009381,2.5564282893,2.2924707537,1.5101737937,1.1275119519,2.3310826701,2.0582159057,1.9114424314,2.2430584415,2.1352521063,2.0934984411,1.5683852551,1.5631265633,1.2687772421,3.3494685496,3.0289443624,3.9805032286,3.4687605325,4.487118159,7.0276676789,6.3382321569,7.05342729,6.6751410609,6.656081044,4.4769805016,5.3600270325,6.0387191344,5.3802029639,6.7301766006,9.1629197852,8.431730598,8.6218125451,8.2382676242,7.9248582861
040,2,4,38,North Dakota,672591,672575,674752,685526,702227,723149,738736,755537,756114,756755,760062,763724,765309,2177,10774,16701,20922,15587,16801,577,641,3307,3662,1585,2343,9211,9883,10272,10977,11399,11406,11076,10700,10506,10509,1493,6045,5934,6220,6204,6315,6143,6375,6454,6181,6738,850,3166,3949,4052,4773,5084,5263,4701,4246,4325,3771,468,1209,1295,1254,961,2247,1589,2875,1247,634,577,814,6333,11000,15125,9526,9301,-6316,-6975,-2196,-1282,-2766,1282,7542,12295,16379,10487,11548,-4727,-4100,-949,-648,-2189,45,66,457,491,327,169,41,40,10,-15,3,13.542819924,14.243168633,14.413039086,15.017597143,15.256917578,15.090784844,14.642378157,14.108491664,13.789337873,13.745942697,8.8878890933,8.5519541302,8.7275217206,8.4876717389,8.4522707698,8.1275373747,8.4276959869,8.5099257195,8.1126877396,8.813413445,4.6549308303,5.6912145029,5.6855173652,6.5299254045,6.8046468082,6.9632474692,6.2146821701,5.5985659443,5.6766501333,4.9325292521,1.7775778187,1.8663263563,1.7595357295,1.3147408996,3.0074825684,2.1023371135,3.8007256411,1.6442326266,0.8321378461,0.7547253722,9.3113319483,15.852965189,21.222470422,13.032488876,12.448863093,-8.356426186,-9.220890903,-2.895537168,-1.682650976,-3.617972928,11.088909767,17.719291545,22.982006151,14.347229775,15.456345661,-6.254089072,-5.420165262,-1.251304541,-0.85051313,-2.863247556
040,2,3,39,Ohio,11536504,11536763,11539449,11545735,11550971,11579692,11606573,11622315,11640060,11665706,11680892,11696507,11693217,2686,6286,5236,28721,26881,15742,17745,25646,15186,15615,-3290,34787,137935,137686,139117,139567,139571,138845,136676,136942,134059,133153,26546,110629,111350,114505,111892,118311,117583,122155,124094,120544,126835,8241,27306,26336,24612,27675,21260,21262,14521,12848,13515,6318,3507,15512,18352,24896,21553,25327,25041,20084,14101,15768,13303,-8704,-36486,-39051,-20077,-21319,-30228,-28200,-8612,-11486,-13711,-23146,-5197,-20974,-20699,4819,234,-4901,-3159,11472,2615,2057,-9843,-358,-46,-401,-710,-1028,-617,-358,-347,-277,43,235,11.950088854,11.922565928,12.028794851,12.038765191,12.017019497,11.937302189,11.728942958,11.731216685,11.469111683,11.385598223,9.5844157014,9.6420675745,9.9007105849,9.6515760516,10.186540139,10.109285918,10.482813566,10.630585236,10.312866714,10.84536098,2.3656731521,2.2804983533,2.1280842663,2.3871891398,1.8304793583,1.8280162709,1.2461293913,1.1006314496,1.1562449698,0.5402372426,1.3438922557,1.5891443568,2.152640415,1.8591178872,2.1806467877,2.1529186078,1.7235219816,1.2079704289,1.3489952411,1.1375080783,-3.16098845,-3.381521157,-1.735964075,-1.838933524,-2.602621357,-2.424515983,-0.739044578,-0.983954921,-1.173013302,-1.979159737,-1.817096195,-1.7923768,0.41667634,0.0201843635,-0.421974569,-0.271597376,0.9844774036,0.2240155075,0.1759819388,-0.841651659
040,3,7,40,Oklahoma,3751351,3751582,3760014,3788824,3819320,3853891,3879187,3910518,3928143,3933602,3943488,3960676,3980783,8432,28810,30496,34571,25296,31331,17625,5459,9886,17188,20107,13147,52564,52335,53322,53083,53501,53155,51123,50123,49382,49033,7876,37764,36978,38599,38612,39741,39291,40317,41531,40470,43466,5271,14800,15357,14723,14471,13760,13864,10806,8592,8912,5567,1295,7029,6906,5987,6760,9593,8011,4850,4875,3325,2821,1537,7003,8116,13615,4195,8037,-4150,-10152,-3530,4926,11682,2832,14032,15022,19602,10955,17630,3861,-5302,1345,8251,14503,329,-22,117,246,-130,-59,-100,-45,-51,25,37,13.926381782,13.757626039,13.898223312,13.728815357,13.73633533,13.56226529,13.005509591,12.726273281,12.495186082,12.348612516,10.00524849,9.7206362025,10.060716433,9.9861917855,10.203467269,10.024926451,10.256501578,10.544757011,10.240172142,10.946603137,3.9211332923,4.0369898362,3.8375068795,3.7426235711,3.5328680611,3.5373388389,2.7490080129,2.1815162706,2.2550139395,1.4020093789,1.8622733724,1.8154230519,1.5604940357,1.7483335872,2.4629944266,2.0439715405,1.2338227709,1.2377667387,0.8413286971,0.7104487979,1.855384895,2.1335032565,3.5487099208,1.0849496151,2.0634927767,-1.058854312,-2.582632736,-0.896270069,1.2464316277,2.9420286625,3.7176582674,3.9489263084,5.1092039565,2.8332832024,4.5264872033,0.9851172286,-1.348809965,0.3414966695,2.0877603248,3.6524774604
